hr,name,ra_deg,dec_deg,magnitude,constellation
1013,HR 1013,50.1883,-26.6065,6.40,Fornax
1021,HR 1021,50.3893,-47.7767,6.40,Horologium
1102,HR 1102,54.4493,15.4306,6.40,Taurus
1271,HR 1271,55.6363,-85.2620,6.40,Octans
HD29559,HD 29559,69.3303,-41.8729,6.40,Caelum
1546,HR 1546,73.2908,52.8412,6.40,Camelopardalis
1694,HR 1694,77.6858,-25.9105,6.40,Lepus
1759,HR 1759,80.1100,-5.3675,6.40,Orion
1900,HR 1900,83.8996,-3.2528,6.40,Orion
1944,HR 1944,84.8176,-17.8494,6.40,Lepus
1945,HR 1945,85.3374,29.4874,6.40,Auriga
2025,HR 2025,88.1653,39.5747,6.40,Auriga
2278,HR 2278,94.4656,-52.7330,6.40,Carina
2321,HR 2321,96.4951,-7.8950,6.40,Monoceros
2605,40 Gem,104.8664,25.9142,6.40,Gemini
2642,HR 2642,106.5051,59.8019,6.40,Lynx
2792,HR 2792,110.5559,38.9959,6.40,Auriga
HD59826,HD 59826,113.3535,37.1879,6.40,Lynx
2923,HR 2923,114.0309,-22.1605,6.40,Puppis
HD61589,HD 61589,114.8508,-16.8473,6.40,Puppis
3006,HR 3006,115.5426,-58.6309,6.40,Carina
2987,HR 2987,116.0586,12.8601,6.40,Canis Minor
3172,HR 3172,121.4568,-0.5733,6.40,Monoceros
3233,HR 3233,123.2148,-37.9245,6.40,Puppis
HD69054,HD 69054,125.5397,74.8204,6.40,Camelopardalis
HD72913,HD 72913,128.6238,-27.0982,6.40,Pyxis
3689,HR 3689,139.4640,11.5011,6.40,Cancer
3710,HR 3710,139.9497,-34.1033,6.40,Pyxis
HD80461,HD 80461,140.3484,45.3701,6.40,Ursa Major
3832,34 Hya,144.4646,-9.4244,6.40,Hydra
HD84046,HD 84046,144.9381,-62.9429,6.40,Carina
HD88015,HD 88015,151.8988,-48.2608,6.40,Vela
4215,HR 4215,162.2078,65.1325,6.40,Ursa Major
