hr,name,ra_deg,dec_deg,magnitude,constellation
307,73 Psc,16.2193,5.6563,6.03,Pisces
460,HR 460,23.8120,-58.1395,6.03,Hydrus
866,HR 866,43.0791,-62.9096,6.03,Horologium
1014,HR 1014,49.4959,-66.9269,6.03,Reticulum
1028,HR 1028,51.0422,12.6296,6.03,Taurus
1048,66 Ari,52.1107,22.8040,6.03,Aries
1593,HR 1593,75.4001,61.0780,6.03,Camelopardalis
1727,HR 1727,78.4722,-52.0308,6.03,Pictor
1918,HR 1918,84.3640,-5.9384,6.03,Orion
1997,HR 1997,87.0932,20.8695,6.03,Taurus
2074,HR 2074,89.2338,24.2497,6.03,Taurus
2285,HR 2285,97.0603,70.5353,6.03,Camelopardalis
2444,HR 2444,99.2579,-38.1465,6.03,Columba
2542,HR 2542,103.2647,35.7880,6.03,Auriga
2582,HR 2582,103.7455,-2.8036,6.03,Monoceros
2561,HR 2561,104.3047,57.5633,6.03,Lynx
2754,HR 2754,108.0083,-63.1901,6.03,Carina
3028,HR 3028,117.7739,54.1292,6.03,Lynx
3053,HR 3053,117.9866,19.3251,6.03,Gemini
3097,HR 3097,119.3162,8.6412,6.03,Canis Minor
3222,HR 3222,123.2489,16.5143,6.03,Cancer
3295,HR 3295,126.1518,-4.7170,6.03,Hydra
3495,HR 3495,131.1250,-65.8254,6.03,Volans
4264,HR 4264,164.0605,42.0082,6.03,Ursa Major
4285,HR 4285,165.0863,42.9117,6.03,Ursa Major
4715,4 CVn,185.9460,42.5427,6.03,Canes Venatici
4725,HR 4725,186.3129,23.9262,6.03,Coma Berenices
5377,HR 5377,215.8344,-50.7723,6.03,Lupus
5443,HR 5443,219.4441,-67.9320,6.03,Circinus
5633,HR 5633,226.8349,18.4418,6.03,Boötes
6022,HR 6022,243.3207,-53.6712,6.03,Norma
6235,HR 6235,252.1124,-14.9094,6.03,Ophiuchus
6435,HR 6435,259.9723,-17.7565,6.03,Ophiuchus
6653,HR 6653,268.2400,-35.6243,6.03,Scorpius
6711,HR 6711,269.6763,36.2878,6.03,Hercules
6833,HR 6833,274.4010,-34.1073,6.03,Sagittarius
7299,HR 7299,288.7612,20.2031,6.03,Sagitta
7332,Ome-2 Aql,289.9711,11.5350,6.03,Aquila
7355,HR 7355,291.1257,-27.8659,6.03,Sagittarius
7457,11 Cyg,293.9513,36.9445,6.03,Cygnus
7620,HR 7620,299.1839,36.2506,6.03,Cygnus
7836,1 Del,307.5748,10.8959,6.03,Delphinus
8626,HR 8626,339.8930,37.5928,6.03,Lacerta
8700,Tau-1 Gru,343.4078,-48.5983,6.03,Grus
9046,HR 9046,358.6607,-40.3001,6.03,Phoenix
9052,HR 9052,358.8910,57.4122,6.03,Cassiopeia
148,HR 148,8.8889,-54.8219,6.04,Phoenix
237,HR 237,12.8183,61.8055,6.04,Cassiopeia
367,88 Psc,18.6766,6.9951,6.04,Pisces
371,HR 371,19.0788,33.1147,6.04,Pisces
572,HR 572,30.7377,77.9163,6.04,Cepheus
816,HR 816,41.3371,4.7116,6.04,Cetus
1526,HR 1526,71.4811,-39.3566,6.04,Caelum
1534,HR 1534,72.1859,3.5885,6.04,Orion
1646,HR 1646,76.2272,-3.0397,6.04,Orion
1661,HR 1661,76.6531,-13.1226,6.04,Lepus
1991,ι Men,83.9006,-78.8208,6.04,Mensa
1938,HR 1938,85.1496,31.3582,6.04,Auriga
2001,HR 2001,86.8620,-10.5330,6.04,Orion
2028,HR 2028,88.1670,33.9175,6.04,Auriga
2111,HR 2111,90.2519,27.5724,6.04,Gemini
2129,HR 2129,90.3046,-25.4178,6.04,Lepus
2112,HR 2112,90.7025,49.9057,6.04,Auriga
2191,HR 2191,92.8663,13.6386,6.04,Orion
2268,HR 2268,94.7033,-15.0250,6.04,Canis Major
2495,HR 2495,101.3474,-23.4624,6.04,Canis Major
2839,HR 2839,111.3332,-21.9826,6.04,Canis Major
3269,HR 3269,124.9578,3.9480,6.04,Hydra
3380,HR 3380,128.5556,8.4523,6.04,Cancer
3593,HR 3593,135.0927,-43.1740,6.04,Vela
3640,79 Cnc,137.5869,21.9964,6.04,Cancer
3639,HR 3639,137.6617,30.9631,6.04,Cancer
3716,HR 3716,140.1236,-37.5817,6.04,Vela
4130,HR 4130,157.9528,-28.2371,6.04,Hydra
4136,HR 4136,157.9860,-45.0697,6.04,Vela
4172,HR 4172,159.7101,-12.4436,6.04,Hydra
4582,HR 4582,179.7953,-51.6968,6.04,Centaurus
5012,HR 5012,199.8291,-72.0356,6.04,Musca
5178,HR 5178,206.8059,-9.7095,6.04,Virgo
5456,HR 5456,219.5807,-38.7942,6.04,Centaurus
5796,HR 5796,233.9724,11.2657,6.04,Serpens
5918,HR 5918,239.0285,-39.8644,6.04,Lupus
5964,HR 5964,239.7683,49.8810,6.04,Hercules
6087,HR 6087,245.0178,21.1326,6.04,Hercules
6330,HR 6330,254.8397,56.6886,6.04,Draco
6513,HR 6513,262.9546,-46.0368,6.04,Ara
6570,HR 6570,264.1531,30.7852,6.04,Hercules
6826,HR 6826,273.2701,38.7735,6.04,Hercules
7043,Xihe,280.9004,36.5566,6.04,Lyra
7015,HR 7015,281.2980,-61.0952,6.04,Pavo
7027,HR 7027,282.4320,-72.9957,6.04,Pavo
7204,HR 7204,285.2300,33.8022,6.04,Lyra
7512,HR 7512,295.9644,34.1627,6.04,Cygnus
7538,HR 7538,297.2983,-28.7890,6.04,Sagittarius
7524,HR 7524,297.7548,-65.6051,6.04,Pavo
8010,HR 8010,313.9195,4.5327,6.04,Delphinus
8045,HR 8045,315.4387,-26.8810,6.04,Capricornus
8462,39 Aqr,333.1073,-14.1940,6.04,Aquarius
8537,HR 8537,335.7521,62.4194,6.04,Cepheus
8701,ρ Ind,343.6647,-70.0737,6.04,Indus
8877,HR 8877,350.2090,-50.3066,6.04,Grus
106,48 Psc,7.0529,16.4451,6.05,Pisces
107,HR 107,7.0835,10.1898,6.05,Pisces
185,Lam-1 Scl,10.6787,-38.4635,6.05,Sculptor
550,Tau-2 Hyi,26.9444,-80.1763,6.05,Hydrus
597,HR 597,32.3559,81.2959,6.05,Cepheus
647,HR 647,33.5103,47.4842,6.05,Andromeda
640,55 Cas,33.6213,66.5244,6.05,Cassiopeia
857,HR 857,43.1338,-12.7697,6.05,Eridanus
865,HR 865,44.1388,47.1640,6.05,Perseus
926,HR 926,46.1586,1.8636,6.05,Cetus
1185,HR 1185,57.4795,22.2442,6.05,Taurus
1221,33 Tau,59.2659,23.1756,6.05,Taurus
1245,HR 1245,59.6787,-57.1024,6.05,Reticulum
1281,HR 1281,63.4367,72.1261,6.05,Camelopardalis
1531,HR 1531,69.5906,-77.6560,6.05,Mensa
1572,HR 1572,75.5825,74.2694,6.05,Camelopardalis
1772,HR 1772,80.3203,-34.3451,6.05,Columba
1941,24 Cam,85.7570,56.5815,6.05,Camelopardalis
2254,HR 2254,94.2650,-22.7152,6.05,Canis Major
2257,4 Lyn,95.5148,59.3721,6.05,Lynx
2304,HR 2304,96.3872,23.3272,6.05,Gemini
2349,HR 2349,96.7974,-25.8565,6.05,Canis Major
2422,HR 2422,99.3502,6.1354,6.05,Monoceros
2455,HR 2455,99.9009,-23.6957,6.05,Canis Major
2576,HR 2576,103.3913,-28.5398,6.05,Canis Major
2868,HR 2868,112.3411,-14.9987,6.05,Puppis
2962,HR 2962,115.6815,34.0002,6.05,Gemini
3078,HR 3078,117.9182,-42.8882,6.05,Puppis
3104,HR 3104,119.6311,16.5187,6.05,Cancer
3115,HR 3115,119.8961,13.2422,6.05,Cancer
3341,HR 3341,126.6051,-52.8075,6.05,Vela
3329,28 Cnc,127.1533,24.1449,6.05,Cancer
3524,HR 3524,130.8012,-79.0701,6.05,Chamaeleon
3656,HR 3656,137.9206,-39.2588,6.05,Vela
3739,HR 3739,140.9972,-51.7371,6.05,Vela
3737,HR 3737,141.0678,-39.4255,6.05,Vela
3761,HR 3761,141.6839,-64.9297,6.05,Carina
3895,HR 3895,147.1668,-56.4119,6.05,Vela
3938,HR 3938,149.5318,8.3140,6.05,Leo
4006,HR 4006,153.4571,27.1358,6.05,Leo
4109,HR 4109,157.1832,-3.7424,6.05,Sextans
4230,44 LMi,162.4739,27.9739,6.05,Leo Minor
4394,HR 4394,170.8248,0.1321,6.05,Leo
4451,HR 4451,173.3118,-16.2804,6.05,Crater
4510,HR 4510,175.9797,-6.6772,6.05,Virgo
4535,HR 4535,177.3116,16.2429,6.05,Leo
4556,HR 4556,178.5479,-57.4102,6.05,Centaurus
4595,HR 4595,180.5860,-85.6318,6.05,Octans
4645,HR 4645,183.1959,-70.1518,6.05,Musca
4670,HR 4670,184.2639,-16.6937,6.05,Corvus
4744,HR 4744,187.0804,-64.3410,6.05,Crux
4770,HR 4770,187.8392,7.6043,6.05,Virgo
4965,HR 4965,197.7435,-52.5669,6.05,Centaurus
5228,HR 5228,208.5694,-28.5696,6.05,Hydra
5513,HR 5513,221.8069,-21.3249,6.05,Libra
5668,HR 5668,229.0436,-43.4850,6.05,Lupus
5807,HR 5807,234.6757,-39.1277,6.05,Lupus
5865,HR 5865,237.2101,-52.4383,6.05,Norma
6179,HR 6179,249.5065,-6.5380,6.05,Ophiuchus
6210,HR 6210,250.9483,-38.1563,6.05,Scorpius
6298,HR 6298,254.7177,-37.6205,6.05,Scorpius
6139,HR 6139,255.2435,-86.3643,6.05,Octans
6520,HR 6520,262.9349,-26.2697,6.05,Ophiuchus
6584,HR 6584,264.9897,31.2025,6.05,Hercules
6651,HR 6651,268.2051,-34.1148,6.05,Scorpius
6671,HR 6671,268.7835,-36.4756,6.05,Scorpius
6825,HR 6825,273.8782,-18.6616,6.05,Sagittarius
7240,HR 7240,286.8785,-28.6368,6.05,Sagittarius
7768,HR 7768,304.9303,-1.0785,6.05,Aquila
8086,61 Cyg,316.7274,38.7421,6.05,Cygnus
8122,HR 8122,318.7776,-17.3451,6.05,Capricornus
8169,HR 8169,320.3414,32.6127,6.05,Cygnus
151,HR 151,9.0286,-22.8423,6.06,Cetus
178,HR 178,10.4001,24.6290,6.06,Andromeda
199,HR 199,11.1316,-62.4976,6.06,Tucana
301,26 Cet,15.9543,1.3668,6.06,Cetus
876,HR 876,44.5097,38.6149,6.06,Perseus
923,HR 923,46.3376,40.5822,6.06,Perseus
1127,HR 1127,56.0268,48.5237,6.06,Perseus
1296,HR 1296,63.7575,57.4604,6.06,Camelopardalis
1397,HR 1397,66.5879,8.5903,6.06,Taurus
1447,HR 1447,68.3420,-10.7853,6.06,Eridanus
1557,HR 1557,72.5674,-41.3208,6.06,Caelum
1558,HR 1558,73.7135,44.0609,6.06,Auriga
2785,HR 2785,109.7580,-19.2803,6.06,Canis Major
2971,HR 2971,114.7513,-53.2734,6.06,Carina
3010,2 Pup,116.3714,-14.6905,6.06,Puppis
3040,HR 3040,117.7598,33.2337,6.06,Gemini
3943,HR 3943,149.4275,-48.4141,6.06,Vela
4077,43 Leo,155.7519,6.5426,6.06,Leo
4298,HR 4298,165.1700,-31.8394,6.06,Hydra
4379,HR 4379,169.3293,-67.8235,6.06,Carina
4669,HR 4669,184.2764,-65.6930,6.06,Musca
4832,HR 4832,190.7074,-55.9470,6.06,Crux
5000,HR 5000,199.1874,-65.1383,6.06,Musca
5030,HR 5030,200.7192,-72.1467,6.06,Musca
5389,HR 5389,217.4044,-76.7291,6.06,Apus
5422,HR 5422,217.4570,31.7912,6.06,Boötes
5457,HR 5457,219.7954,-46.5845,6.06,Lupus
5496,HR 5496,221.2988,-1.4175,6.06,Virgo
5562,HR 5562,224.1286,-32.6368,6.06,Centaurus
6054,HR 6054,243.7226,-25.4770,6.06,Scorpius
6124,HR 6124,246.7086,2.3479,6.06,Ophiuchus
6292,56 Her,253.7590,25.7307,6.06,Hercules
6342,HR 6342,255.9918,13.5674,6.06,Hercules
6367,HR 6367,257.0569,-1.0795,6.06,Ophiuchus
6821,HR 6821,274.2538,-51.0683,6.06,Telescopium
7073,HR 7073,281.5542,41.4418,6.06,Lyra
7081,HR 7081,281.9891,31.7568,6.06,Lyra
7423,HR 7423,290.4177,79.6028,6.06,Draco
7450,HR 7450,292.7512,70.9893,6.06,Draco
7611,HR 7611,298.3975,59.7087,6.06,Cygnus
7979,β Mic,312.9948,-33.1780,6.06,Microscopium
8017,HR 8017,314.2941,0.4638,6.06,Aquarius
8292,HR 8292,325.6373,10.8243,6.06,Pegasus
8378,HR 8378,329.6825,-21.1829,6.06,Capricornus
8639,HR 8639,340.6795,-44.2480,6.06,Grus
8994,HR 8994,356.1048,-70.4902,6.06,Tucana
8,HR 8,1.6531,29.0215,6.07,Andromeda
69,HR 69,4.5719,11.2062,6.07,Pisces
249,HR 249,13.3676,37.4182,6.07,Andromeda
344,HR 344,17.5477,15.6739,6.07,Pisces
386,HR 386,20.9451,78.7261,6.07,Cepheus
571,HR 571,28.9436,-60.8610,6.07,Hydrus
625,HR 625,32.1903,-17.7792,6.07,Cetus
757,HR 757,39.1793,31.6077,6.07,Triangulum
795,HR 795,40.4514,-3.2138,6.07,Cetus
966,HR 966,48.7357,42.5036,6.07,Perseus
1027,65 Ari,51.1088,20.8035,6.07,Aries
1277,49 Per,62.0642,37.7275,6.07,Perseus
2188,HR 2188,93.4389,51.1725,6.07,Auriga
2231,HR 2231,93.9174,6.0662,6.07,Orion
2509,12 CMa,101.7562,-21.0154,6.07,Canis Major
2710,HR 2710,107.9641,5.6547,6.07,Canis Minor
3030,HR 3030,117.2577,13.3719,6.07,Gemini
3239,HR 3239,123.5460,-32.1407,6.07,Puppis
3327,HR 3327,126.5739,-39.0590,6.07,Puppis
3483,HR 3483,131.4554,-25.3881,6.07,Pyxis
3552,17 Hya,133.8734,-7.9712,6.07,Hydra
3589,67 Cnc,135.4535,27.9026,6.07,Cancer
4007,HR 4007,152.8978,-58.8278,6.07,Carina
4018,HR 4018,153.2548,-59.9181,6.07,Carina
4108,HR 4108,157.6109,64.2577,6.07,Ursa Major
4323,HR 4323,166.6221,-58.6750,6.07,Carina
4330,HR 4330,167.4161,67.2102,6.07,Ursa Major
4631,HR 4631,182.6409,-37.8703,6.07,Centaurus
4762,75 UMa,187.5177,58.7678,6.07,Ursa Major
5096,HR 5096,202.8158,42.1062,6.07,Canes Venatici
5293,HR 5293,212.6288,-70.3055,6.07,Circinus
5295,HR 5295,212.7580,-69.7193,6.07,Circinus
5428,HR 5428,218.2902,-30.7151,6.07,Centaurus
5498,HR 5498,221.8024,-52.2053,6.07,Lupus
5656,Iot-2 Lib,228.3300,-19.6476,6.07,Libra
5732,HR 5732,231.0213,45.2710,6.07,Boötes
5911,39 Ser,238.3004,13.1966,6.07,Serpens
5965,HR 5965,240.6642,-29.1358,6.07,Scorpius
5976,43 Ser,240.9404,4.9868,6.07,Serpens
6145,HR 6145,247.8452,-26.5376,6.07,Scorpius
6208,HR 6208,250.2524,24.8587,6.07,Hercules
6193,HR 6193,250.4008,-24.4680,6.07,Ophiuchus
6230,HR 6230,251.2992,43.2172,6.07,Hercules
6232,19 Oph,251.7906,2.0645,6.07,Ophiuchus
HD152248,HD 152248,253.5419,-41.8250,6.07,Scorpius
6323,HR 6323,255.9237,-47.1606,6.07,Ara
6778,HR 6778,272.7684,-47.5131,6.07,Telescopium
6925,HR 6925,276.9597,3.7486,6.07,Ophiuchus
7013,HR 7013,279.0552,65.4887,6.07,Draco
7238,HR 7238,286.2429,30.7334,6.07,Lyra
7644,HR 7644,301.3832,-67.3209,6.07,Pavo
7911,HR 7911,309.8888,40.5797,6.07,Cygnus
HD199947,21 Cap,315.2157,-17.5309,6.07,Capricornus
8098,6 Equ,317.6305,10.0489,6.07,Equuleus
8120,HR 8120,318.3601,36.6333,6.07,Cygnus
8182,HR 8182,320.6752,30.3099,6.07,Cygnus
8273,HR 8273,324.8671,-10.5769,6.07,Capricornus
8291,76 Cyg,325.3927,40.8052,6.07,Cygnus
8683,HR 8683,342.1844,62.9384,6.07,Cepheus
8927,HR 8927,352.6648,38.6623,6.07,Andromeda
8966,θ Phe,354.8664,-46.6378,6.07,Phoenix
94,HR 94,6.1235,-2.2191,6.08,Pisces
262,67 Psc,13.9938,27.2094,6.08,Pisces
955,HR 955,47.8282,-3.8116,6.08,Eridanus
1365,HR 1365,64.6667,-52.8601,6.08,Dorado
1374,HR 1374,65.3805,-25.7286,6.08,Eridanus
1623,12 Cam,76.5506,59.0213,6.08,Camelopardalis
1701,HR 1701,78.3815,1.9677,6.08,Orion
1823,HR 1823,81.9021,-21.3757,6.08,Lepus
1884,HR 1884,84.2184,40.1824,6.08,Auriga
2119,38 Aur,90.8247,42.9116,6.08,Auriga
2206,HR 2206,92.8069,-26.4821,6.08,Lepus
2378,HR 2378,98.0970,11.6735,6.08,Monoceros
3201,HR 3201,122.8192,9.8212,6.08,Cancer
3292,HR 3292,126.2704,35.0114,6.08,Lynx
3590,HR 3590,135.3808,5.6410,6.08,Hydra
3908,HR 3908,147.9981,-16.5348,6.08,Hydra
4034,HR 4034,154.0375,-11.2034,6.08,Sextans
4186,HR 4186,159.8164,-74.4934,6.08,Carina
4263,HR 4263,163.7542,-42.2511,6.08,Vela
4634,HR 4634,182.7716,-61.2774,6.08,Crux
5269,HR 5269,210.8645,-41.4233,6.08,Centaurus
5583,HR 5583,224.7199,-4.9893,6.08,Libra
6203,HR 6203,250.2139,12.3950,6.08,Hercules
6351,HR 6351,255.9733,34.7902,6.08,Hercules
6384,HR 6384,258.5559,-56.8885,6.08,Ara
6413,HR 6413,259.1781,-6.2450,6.08,Ophiuchus
6578,HR 6578,265.0498,-2.1523,6.08,Ophiuchus
6635,HR 6635,269.4237,-76.1779,6.08,Apus
7101,8 Aql,282.8423,-3.3179,6.08,Aquila
7260,HR 7260,286.9888,16.8534,6.08,Sagitta
7412,HR 7412,292.5439,2.9041,6.08,Aquila
7455,HR 7455,295.4052,-65.8544,6.08,Pavo
7505,HR 7505,295.7900,30.6779,6.08,Cygnus
7799,HR 7799,306.4498,-40.7962,6.08,Sagittarius
7903,HR 7903,309.7944,21.8174,6.08,Vulpecula
8210,HR 8210,321.6111,19.3756,6.08,Pegasus
8441,HR 8441,332.0718,25.5435,6.08,Pegasus
8889,HR 8889,350.7364,-60.0558,6.08,Tucana
8993,HR 8993,356.0052,-45.0831,6.08,Phoenix
9011,HR 9011,356.8877,46.8326,6.08,Andromeda
9107,HR 9107,1.2236,34.6598,6.09,Andromeda
315,27 Cet,16.4037,-9.9793,6.09,Cetus
554,HR 554,28.3465,-38.5946,6.09,Fornax
578,HR 578,29.8579,12.2949,6.09,Aries
600,HR 600,29.9213,-66.0666,6.09,Hydrus
628,59 And,32.7201,39.0395,6.09,Andromeda
725,HR 725,37.3973,9.5656,6.09,Cetus
807,HR 807,40.5352,-46.5244,6.09,Eridanus
1029,HR 1029,51.4891,49.1208,6.09,Perseus
1137,HR 1137,56.1175,20.9287,6.09,Taurus
1147,HR 1147,56.8839,55.9220,6.09,Camelopardalis
1224,HR 1224,59.2572,6.0400,6.09,Taurus
1295,HR 1295,63.1306,17.2775,6.09,Taurus
1353,HR 1353,64.6562,-22.9697,6.09,Eridanus
1434,57 Per,68.3538,43.0639,6.09,Perseus
1450,HR 1450,68.5591,-6.8378,6.09,Eridanus
1500,HR 1500,71.0542,40.7865,6.09,Perseus
1537,96 Tau,72.4337,15.9042,6.09,Taurus
1588,8 Cam,74.9431,53.1555,6.09,Camelopardalis
1774,110 Tau,80.9071,16.6993,6.09,Taurus
1813,HR 1813,81.2316,-44.2257,6.09,Pictor
1978,HR 1978,86.2575,4.0081,6.09,Orion
2133,HR 2133,90.8532,11.6811,6.09,Orion
2237,HR 2237,93.8589,-9.0358,6.09,Monoceros
2230,8 Gem,94.0794,23.9700,6.09,Gemini
2436,HR 2436,99.7721,22.0309,6.09,Gemini
2664,HR 2664,106.1960,-22.0317,6.09,Canis Major
2685,HR 2685,106.5094,-38.3829,6.09,Puppis
2686,HR 2686,106.7187,-24.9606,6.09,Canis Major
2929,23 Lyn,115.2064,57.0829,6.09,Lynx
3111,HR 3111,119.2409,-42.4065,6.09,Puppis
3112,HR 3112,120.6284,63.0903,6.09,Camelopardalis
3493,HR 3493,132.0203,-6.5588,6.09,Hydra
3847,HR 3847,146.8255,79.1367,6.09,Draco
3959,HR 3959,150.9208,-9.5738,6.09,Sextans
4147,HR 4147,158.3558,-58.1901,6.09,Carina
4154,HR 4154,158.7934,-43.6646,6.09,Vela
4315,HR 4315,166.3916,-11.0889,6.09,Crater
4425,HR 4425,172.0769,-72.4740,6.09,Musca
4480,60 UMa,174.6397,46.8342,6.09,Ursa Major
4723,HR 4723,186.3267,-27.7490,6.09,Hydra
5069,HR 5069,202.2831,-64.6758,6.09,Musca
5240,HR 5240,210.1369,-78.5900,6.09,Apus
5311,HR 5311,213.4160,-54.6256,6.09,Centaurus
5539,ζ Cir,223.6774,-65.9911,6.09,Circinus
5653,HR 5653,228.2819,-36.0914,6.09,Lupus
6035,HR 6035,242.8697,16.6657,6.09,Hercules
6061,HR 6061,243.9646,-14.8491,6.09,Scorpius
6120,HR 6120,247.4384,-57.7563,6.09,Norma
6405,HR 6405,259.0901,-35.7503,6.09,Scorpius
6495,HR 6495,261.4765,16.9176,6.09,Hercules
6530,HR 6530,263.8329,-53.3529,6.09,Ara
6558,HR 6558,264.5352,-42.8803,6.09,Scorpius
6614,HR 6614,267.1586,-55.4017,6.09,Ara
6632,HR 6632,267.7960,-53.1303,6.09,Ara
6640,HR 6640,267.9357,-45.6007,6.09,Ara
6699,HR 6699,268.8485,55.9714,6.09,Draco
6803,HR 6803,272.5364,16.4766,6.09,Hercules
7151,HR 7151,284.5887,-31.0360,6.09,Sagittarius
7317,HR 7317,289.7504,-15.5366,6.09,Sagittarius
7359,HR 7359,290.6390,33.5182,6.09,Lyra
7415,HR 7415,292.6380,3.4444,6.09,Aquila
7707,HR 7707,303.6122,-63.4158,6.09,Pavo
7775,HR 7775,305.1939,-14.7849,6.09,Capricornus
7797,HR 7797,305.6555,31.2650,6.09,Cygnus
7817,HR 7817,307.1947,-35.5959,6.09,Microscopium
7838,HR 7838,308.9654,-69.6106,6.09,Pavo
8159,HR 8159,321.3251,-71.7991,6.09,Pavo
8719,HR 8719,343.9647,-31.6332,6.09,Piscis Austrinus
9014,HR 9014,357.1353,-6.3804,6.09,Aquarius
9049,HR 9049,358.8191,-31.9215,6.09,Sculptor
8310,Mu-2 Cyg,326.0326,28.7431,6.09,Cygnus
70,26 And,4.6757,43.7911,6.10,Andromeda
272,HR 272,14.4152,45.8394,6.10,Andromeda
573,HR 573,29.2494,-51.7662,6.10,Eridanus
920,HR 920,46.4173,56.0690,6.10,Perseus
1130,HR 1130,56.1705,46.0998,6.10,Perseus
1418,HR 1418,66.7748,-46.9475,6.10,Caelum
1573,HR 1573,74.0837,36.1685,6.10,Auriga
1589,HR 1589,76.1652,74.0670,6.10,Camelopardalis
1648,HR 1648,76.3488,1.1776,6.10,Orion
1801,κ Pic,80.5923,-56.1344,6.10,Pictor
1927,HR 1927,84.0119,-47.3137,6.10,Pictor
1869,HR 1869,84.0665,47.7153,6.10,Auriga
1919,HR 1919,84.2865,-11.7755,6.10,Lepus
2536,HR 2536,101.2319,-70.4338,6.10,Volans
2539,59 Aur,103.2559,38.8692,6.10,Auriga
2676,HR 2676,106.7770,4.9106,6.10,Monoceros
2720,HR 2720,108.0171,-30.8214,6.10,Canis Major
3031,HR 3031,116.3980,-56.7226,6.10,Carina
3473,HR 3473,131.2298,-21.1678,6.10,Pyxis
3544,HR 3544,132.4589,-72.5512,6.10,Volans
3629,HR 3629,136.6418,-55.8024,6.10,Vela
3655,21 Hya,138.1085,-7.1098,6.10,Hydra
3889,20 Leo,147.4587,21.1794,6.10,Leo
4111,HR 4111,157.0087,-49.4058,6.10,Vela
4149,HR 4149,158.7404,-23.1762,6.10,Hydra
4175,HR 4175,159.7096,-42.7534,6.10,Vela
4393,HR 4393,170.5963,-44.6459,6.10,Centaurus
4513,HR 4513,175.9701,-62.8783,6.10,Centaurus
4721,HR 4721,186.2856,-42.5143,6.10,Centaurus
4992,HR 4992,198.3017,18.7270,6.10,Coma Berenices
5052,HR 5052,200.9747,37.0339,6.10,Canes Venatici
5088,72 Vir,202.6072,-6.4703,6.10,Virgo
5220,HR 5220,208.0767,12.1651,6.10,Boötes
5324,HR 5324,213.7552,-29.2819,6.10,Hydra
5375,HR 5375,215.6613,-48.3199,6.10,Lupus
5436,HR 5436,217.6925,63.1858,6.10,Draco
5486,HR 5486,221.2313,-58.4775,6.10,Circinus
5488,HR 5488,221.2957,-55.6016,6.10,Circinus
5580,HR 5580,224.8633,-43.1598,6.10,Lupus
5738,HR 5738,232.1134,-51.5979,6.10,Lupus
5795,Tau-3 Ser,233.8885,17.6556,6.10,Serpens
5937,HR 5937,239.9756,-54.0209,6.10,Norma
5974,HR 5974,241.0743,-33.2137,6.10,Lupus
6244,HR 6244,252.7502,-37.5145,6.10,Scorpius
6668,HR 6668,268.6130,-34.4667,6.10,Scorpius
6834,HR 6834,274.0232,2.3775,6.10,Ophiuchus
6984,HR 6984,278.8063,34.4580,6.10,Lyra
7042,HR 7042,280.2350,62.7495,6.10,Draco
7115,HR 7115,282.9022,36.5391,6.10,Lyra
7481,HR 7481,294.9372,33.9789,6.10,Cygnus
7626,HR 7626,298.8419,58.2502,6.10,Cygnus
7809,HR 7809,306.4272,-2.8004,6.10,Aquila
7837,HR 7837,307.7679,-15.0562,6.10,Capricornus
8031,HR 8031,314.9987,-36.1296,6.10,Microscopium
8063,HR 8063,315.7701,38.6574,6.10,Cygnus
8188,γ Ind,321.5643,-54.6605,6.10,Indus
8231,HR 8231,322.7901,12.1375,6.10,Pegasus
8256,7 PsA,324.2033,-33.0479,6.10,Piscis Austrinus
8304,HR 8304,325.6617,49.6003,6.10,Cygnus
8312,HR 8312,325.6890,59.2708,6.10,Cepheus
8338,HR 8338,327.1223,38.6486,6.10,Cygnus
8457,HR 8457,332.7599,-21.2328,6.10,Aquarius
8484,HR 8484,333.8960,-44.4515,6.10,Grus
8942,HR 8942,353.4812,20.8409,6.10,Pegasus
9105,HR 9105,1.1524,42.0925,6.11,Andromeda
18,HR 18,2.1396,-17.5782,6.11,Cetus
65,HR 65,4.4294,51.4331,6.11,Cassiopeia
139,θ Tuc,8.3469,-71.2662,6.11,Tucana
214,59 Psc,11.8068,19.5787,6.11,Pisces
268,HR 268,13.9814,-27.7758,6.11,Sculptor
372,HR 372,19.2711,44.9020,6.11,Andromeda
467,HR 467,23.4135,-78.5048,6.11,Hydrus
453,HR 453,23.7116,-31.8923,6.11,Sculptor
727,HR 727,37.1477,-31.1024,6.11,Fornax
894,HR 894,45.0495,38.1317,6.11,Perseus
904,7 Eri,45.2120,-2.8786,6.11,Eridanus
960,HR 960,47.6135,-48.7342,6.11,Horologium
952,HR 952,47.8413,13.0478,6.11,Aries
1118,11 Tau,55.1930,25.3295,6.11,Taurus
1354,HR 1354,65.1046,18.7426,6.11,Taurus
1410,HR 1410,66.7372,-24.0813,6.11,Eridanus
1488,HR 1488,69.9468,-1.0525,6.11,Eridanus
1553,HR 1553,72.9308,9.9751,6.11,Orion
1597,HR 1597,73.7208,-58.5477,6.11,Dorado
1584,HR 1584,73.7284,-39.6286,6.11,Caelum
1615,HR 1615,75.8277,41.4416,6.11,Auriga
1681,HR 1681,77.5136,-0.5653,6.11,Orion
1913,HR 1913,84.3305,8.9519,6.11,Orion
2089,HR 2089,88.6713,-49.6270,6.11,Pictor
2301,HR 2301,95.8997,-9.8747,6.11,Monoceros
2437,HR 2437,99.4200,-12.9851,6.11,Canis Major
2562,HR 2562,102.5042,-60.2491,6.11,Pictor
2913,HR 2913,113.5535,-33.4634,6.11,Puppis
